newspaper,language,date,url,text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/prince-andrews-jeffrey-epstein-link-disgraced-duke-petrified-step-foot,Prince Andrew's Jeffrey Epstein link has disgraced duke 'petrified' to step foot on US soil: expert,0.021983,0.000042,0.001116,0.000202,0.009878,0.000139,0.000167,0.000000,0.000000,100.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/prince-harry-warned-keep-head-down-president-trump-suggests-safe-deportation-experts,Prince Harry warned to keep head down after President Trump suggests he's safe from deportation: experts,0.001643,0.000012,0.000082,0.000143,0.000475,0.000049,0.000021,0.000000,100.000000,0.000000
Fox News,en,2026-09-19T15:27:10.160273+00:00,https://www.foxnews.com/entertainment/princess-anne-admits-hospital-staff-had-fill-the-blanks-after-suffering-concussion-memory-loss,"Princess Anne admits hospital staff had to fill in 'the blanks’ after suffering concussion, memory loss",0.002079,0.000035,0.000143,0.000169,0.000519,0.000098,0.000051,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/election-democrats-primary/2026/09/19/id/1269965/,Party Divisions Complicate Dems' Midterm Push,0.000717,0.000045,0.000321,0.000186,0.000474,0.000062,0.000032,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/trump-ban-white-house/2026/09/19/id/1269962/,"After Trump Ban, MS NOW, CNN Say White House Denied Access",0.001416,0.000039,0.000195,0.000349,0.000340,0.000056,0.000031,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/centcom-iran-strait-of-hormuz/2026/09/19/id/1269970/,CENTCOM: 1 Billion Oil Barrels Through Hormuz,0.001011,0.000121,0.001104,0.000265,0.000787,0.000254,0.000107,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/maria-corina-machado-venezuela-elections/2026/09/19/id/1269969/,Machado Prepares Venezuela Comeback,0.003790,0.002000,0.021351,0.002588,0.017523,0.001138,0.001038,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/trump-greenland-military/2026/09/19/id/1269964/,"Denmark, Greenland Cautiously Optimistic on Deal",0.000349,0.000057,0.000427,0.000178,0.000459,0.000058,0.000047,100.000000,0.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/election-democrats-primary/2026/09/19/id/1269965/,Party Divisions Complicate Democrats' Midterm Push,0.000774,0.000068,0.000558,0.000267,0.000764,0.000076,0.000043,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/chris-ruddy-trump-newsmax-ceo/2026/09/18/id/1269907/,Trump Promotes Chris Ruddy's Blog on Truth Social,0.000546,0.000021,0.000168,0.000084,0.000286,0.000028,0.000023,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/us-judge-tiktok/2026/09/19/id/1269967/,Judge Signals Rejection of Part of TikTok Settlement,0.000658,0.000274,0.001912,0.000733,0.001634,0.000250,0.000093,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/dario-amodei-open-ai-spacex-ai/2026/09/19/id/1269968/,Top AI Companies Accused of Collusion,0.000416,0.000039,0.000197,0.000162,0.000221,0.000041,0.000031,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/holocaust-nazis-looted-art/2026/09/19/id/1269966/,New Laws Spur Fight Over Nazi-Looted Art,0.045017,0.000852,0.009595,0.006900,0.010673,0.001091,0.000761,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/politics/house-republicans-act-blue-foreign-donations/2026/09/18/id/1269949/,House Panels Flag ActBlue Foreign Donation Risks,0.000271,0.000034,0.000206,0.000117,0.000218,0.000040,0.000028,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/doj-second-amendment-gun-rights/2026/09/18/id/1269954/,DOJ: Under-21 Handgun Sales Ban Unlawful,0.000501,0.000347,0.002952,0.000706,0.002861,0.000194,0.000113,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/us/trump-xi-jinping-white-house-dinner/2026/09/18/id/1269908/,Trump's Xi Dinner Draws Top Tech CEOs,0.000680,0.000015,0.000126,0.000075,0.000421,0.000019,0.000017,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/us/trump-signs-lindsey-grahams-russia-sanctions-bill-aimed-at-moscow-war-funds/2026/09/18/id/1269932/,Trump Signs Lindsey Graham's Russia Sanctions Bill,0.000713,0.000025,0.000151,0.000146,0.000227,0.000047,0.000027,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/gemini-google-ai/2026/09/18/id/1269952/,Google Gemini Hacked 3 Companies During Test,0.001162,0.000052,0.000575,0.000232,0.000494,0.000056,0.000042,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/us/markwayne-mullin-maria-elvira-salazar-immigration/2026/09/18/id/1269910/,Mullin Rebuts Salazar's Break With Trump on Immigration,0.002461,0.000020,0.000128,0.000224,0.000397,0.000115,0.000034,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/midterms-voting-elections/2026/09/18/id/1269855/,Early Voting Begins in Midterms,0.000326,0.000026,0.000142,0.000088,0.000178,0.000038,0.000028,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/us/berkshire-hathaway-warren-buffett-howard/2026/09/18/id/1269853/,Warren Buffett Steps Down as Berkshire Chair,0.000553,0.000024,0.000153,0.000109,0.000266,0.000039,0.000029,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/jon-kyl-dies-senator/2026/09/17/id/1269770/,"Former Sen. Kyl, Water Policy Leader, Dies at 84",0.000381,0.000033,0.000239,0.000103,0.000355,0.000044,0.000023,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/world/globaltalk/venezuela-javier-oropeza-delcy-rodriguez/2026/09/17/id/1269837/,"Venezuela Arrests Opposition Leader After Return, Blow to Trump Administration",0.003584,0.000021,0.000201,0.000172,0.000884,0.000114,0.000054,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/us/donald-trump-kennedy-center-dc/2026/09/18/id/1269944/,Trump Mum on Demolishing Kennedy Center,0.110356,0.000044,0.001220,0.000135,0.085764,0.000279,0.000377,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/doj-hospitals-transgender/2026/09/18/id/1269940/,Hospitals Settle Trans Care Probe for $9.5 Million,0.000450,0.000034,0.000142,0.000172,0.000183,0.000069,0.000030,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/donald-trump-h-1b-visas-100/2026/09/18/id/1269943/,"Trump Extends $100,000 H-1B Visa Requirement",0.000843,0.000024,0.000159,0.000103,0.000348,0.000053,0.000032,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/paramount-states-discuss-cnn-monitoring-film-release-commitment/2026/09/18/id/1269942/,"Paramount, States Talk CNN Monitoring, Film Releases",0.000409,0.000240,0.001870,0.000590,0.002320,0.000148,0.000087,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/world/globaltalk/putin-ukrain-russia/2026/09/18/id/1269938/,Putin Might Escalate War After Russian Election,0.002790,0.000059,0.000382,0.000295,0.000476,0.000500,0.000092,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/world/globaltalk/cuba-power-outage/2026/09/18/id/1269935/,Cuba Hit with Another Blackout as Millions across the Island Are Left without Electricity,0.013111,0.000044,0.000224,0.002603,0.000771,0.000516,0.000046,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/world/globaltalk/trump-delcy-rodriguez-meeting-venezuela/2026/09/18/id/1269934/,"Trump to Meet Acting Venezuelan President Delcy Rodríguez in New York Next Week, White House Says",0.000981,0.000085,0.000316,0.000468,0.000437,0.000069,0.000051,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/trump-greenland-denmark/2026/09/18/id/1269933/,Trump Hails 'Infinite Life' Greenland Deal With Denmark,0.001030,0.000016,0.000105,0.000149,0.000318,0.000041,0.000018,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/world/globaltalk/brazil-lula-crime-election/2026/09/18/id/1269927/,Brazil's Lula Ramps up Federal Push against Organized Crime in Rio Ahead of Crucial Election,0.000999,0.000015,0.000110,0.000111,0.000305,0.000031,0.000019,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/world/globaltalk/kash-patel-fbi-canada/2026/09/18/id/1269920/,FBI Paused Canada Kinship Over 9/11 Wording,0.000582,0.000033,0.000225,0.000177,0.000266,0.000051,0.000032,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/world/globaltalk/canada-carney-trump-europe-tariffs/2026/09/18/id/1269922/,"Carney Says Canada Is 'Strong' as US Borrowing Costs Rise, Europe Ties Deepen",0.000684,0.000017,0.000112,0.000110,0.000276,0.000026,0.000018,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/iran-war-rally-revolutionary-guard/2026/09/18/id/1269919/,Iran Rally Draws Hundreds of Thousands,0.001959,0.000174,0.001645,0.000709,0.001117,0.000570,0.000195,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/tankers-iran-war/2026/09/18/id/1269916/,US-Iran Conflict Helps Drive Wave of Supertanker Orders ,0.000795,0.000034,0.000172,0.000301,0.000238,0.000064,0.000026,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/donald-trump-xi-jinping-china/2026/09/18/id/1269904/,"Trump, Xi to Discuss AI at Washington Summit",0.000337,0.000027,0.000161,0.000095,0.000159,0.000034,0.000028,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/world-food-program-united-nations-luke-lindberg/2026/09/18/id/1269902/,UN Appoints Trump Nominee Lindberg to Head World Food Program,0.000413,0.000028,0.000177,0.000106,0.000231,0.000040,0.000029,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/world/globaltalk/trump-venezuela-oil/2026/09/18/id/1269899/,Democrats Probe Trump Administration's Venezuela Oil Deal,0.000461,0.000029,0.000154,0.000120,0.000169,0.000057,0.000025,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/newsfront/uefa-fifa-gianni-infantino/2026/09/18/id/1269896/,FIFA Chief Urged to Pay Federations $10 Million Each,0.000300,0.000031,0.000205,0.000090,0.000203,0.000040,0.000032,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/world/globaltalk/russia-ukraine-drones/2026/09/18/id/1269891/,"Russian Strikes, Alleged Plots Raise Escalation Fears",0.023990,0.000173,0.001058,0.001513,0.001241,0.006457,0.000334,0.000000,0.000000,100.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/thewire/princess-diana-diana-of-wales-diana-spencer/2026/09/18/id/1269885/,Princess Diana's Famous 'Revenge Dress' on Show Ahead of Auction,0.000768,0.000027,0.000258,0.000107,0.000420,0.000027,0.000049,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/politics/trump-russia-business-deals/2026/09/18/id/1269881/,Trump Weighs Russia Deals Before Ukraine Peace,0.000777,0.000036,0.000180,0.000171,0.000293,0.000076,0.000035,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/platinum/artificial-intelligence-future-technology/2026/07/10/id/1262453/,Buckle Up: The Sci-Fi Future Is Already Arriving,0.000385,0.000088,0.000754,0.000209,0.000616,0.000077,0.000052,100.000000,0.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/platinum/canada-eu-associate-membership-alliance/2026/09/17/id/1269746/,EU's Overture to Canada Tests Western Alliance,0.000269,0.000055,0.000275,0.000159,0.000232,0.000064,0.000042,0.000000,100.000000,0.000000
Newsmax,en,2026-09-19T15:27:13.292417+00:00,https://newsmax.com/platinum/hudson-institute-panel-nigeria/2026/09/01/id/1268016/,Panel: Nigeria Complicit in Christian Bloodshed,0.035341,0.000210,0.001375,0.016610,0.005533,0.000831,0.000561,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/walmart-customer-bert-atienza-killed-after-teen-employee-parents-attack-him-over-cart-dispute/,"Walmart customer, 77, beaten to death by parents of teen employee after shopping cart dispute, widow says",0.026343,0.000100,0.000474,0.000509,0.000725,0.006744,0.001002,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/nycs-carnegie-deli-reopens-after-decade-long-absence/,"Back in service
Iconic Carnegie Deli reopens after 10-year absence — with noticeable differences in service, soup and pastrami",0.000384,0.000062,0.000419,0.000155,0.000348,0.000065,0.000037,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/lifestyle/ny-influencer-on-a-quest-to-find-the-best-party-school-in-america/,"Frat's the life!
NY influencer on quest to find America’s top party school — and ‘crazy’ college is winner so far  ",0.049146,0.000016,0.000481,0.000244,0.032878,0.000044,0.000055,100.000000,0.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/nyc-parks-dept-refuses-to-remove-hornets-nest-in-queens-tells-residents-to-pay-out-of-their-own-pockets/,"Buzz off!
NYC refuses to remove massive hornets’ nest from Queens tree, tells terrified residents to foot the bill",0.004034,0.000015,0.000163,0.000173,0.001089,0.000085,0.000031,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/shellyne-rodriguez-runs-speakeasy-tattoo-parlor/,"Tattoo eww
Professor who once threatened Post reporter with machete runs ‘speakeasy’ tattoo parlor — inking communist-inspired art",0.010257,0.000046,0.000927,0.000282,0.002988,0.000234,0.000168,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/ufo-whistleblowers-want-ok-from-trump-to-reveal-secrets-to-public/,"‘We are not alone'
Coalition of UFO whistleblowers call on Trump to let them publicly reveal secrets",0.000650,0.000020,0.000099,0.000110,0.000215,0.000035,0.000020,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/world-news/brazil-high-school-student-stabs-teacher-in-wild-video/,"High school horror
Teen stabs teacher as she desperately fights for her life in scary, caught-on-video attack",0.064394,0.000214,0.001418,0.000648,0.001883,0.016700,0.001320,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/us-news/trump-announces-greenland-deal-with-denmark-giving-us-permanent-control-over-security/,"Dane Deal
Trump announces Greenland deal with Denmark giving US ‘permanent control over security’",0.000327,0.000029,0.000177,0.000107,0.000199,0.000039,0.000025,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/man-tried-to-put-hex-on-onlyfans-superstar-kit-barrus/,"‘What the f–k is this?’
Lovesick suitor tried to put ‘hex’ on OnlyFans superstar",0.866806,0.003296,0.560791,0.003553,0.119286,0.001578,0.002195,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/james-wehr-had-traffic-violations-before-fatal-mclaren-crash-in-irvine/,"Fatal mistakes
Dead car influencer’s checkered driving record exposed after fiery McLaren crash killed him, Hooters girl",0.009330,0.000042,0.000295,0.000543,0.001040,0.000668,0.000193,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/west-village-claims-4-of-nycs-top-15-first-date-restaurants-survey/,"First impressions
Going on a first date? Here are the best NYC options to start your quest for love: survey",0.000361,0.000047,0.000298,0.000130,0.000275,0.000062,0.000043,100.000000,0.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/yellowstone-national-park-seeing-record-amounts-of-garbage/,"Old filth-ful!
Yellowstone geysers gushing up record amounts of tourists’ trash",0.884499,0.000672,0.044808,0.155801,0.766436,0.001472,0.002754,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/business/inside-the-phony-incestuous-web-of-woke-ai-watchdogs-that-anthropic-claims-will-save-us-from-an-ai-apocalypse/,"Strange bedfellows
Inside the incestuous web of woke AI ‘watchdogs’ that Anthropic claims will save us from an AI apocalypse",0.001609,0.000031,0.000254,0.000174,0.000508,0.000040,0.000032,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/us-news/doomed-duo-killed-by-nyc-subway-were-hugging-and-kissing-before-ending-up-on-tracks-sources/,"Final embrace
Duo killed by NYC subway were hugging and kissing before ending up on tracks",0.022577,0.000107,0.001095,0.000301,0.001385,0.003185,0.000532,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/sports/aaron-judge-lands-on-il-with-calf-strain-in-yankees-nightmare/,"Bronx bummer
Aaron Judge lands on IL in Yankees calamity — as huge playoff question emerges",0.001328,0.000022,0.000234,0.000093,0.000639,0.000048,0.000027,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/from-jimmy-fallons-bachelor-party-to-bono-beloved-nyc-bar-raises-glass-to-colorful-history/,"Party all night
From Jimmy Fallon’s bachelor party to Bono and Johnny Depp: Beloved NYC bar raises glass to colorful history",0.000954,0.000030,0.000255,0.000163,0.000331,0.000037,0.000036,100.000000,0.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/real-estate/divorce-battling-billionaire-buys-72m-palm-beach-palace/,"Trading up
Divorce-battling billionaire buys $72M Palm Beach palace — and moves in with younger girlfriend",0.001294,0.000020,0.000192,0.000086,0.000546,0.000040,0.000051,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/us-news/long-island-boy-13-with-einstein-level-iq-gets-into-nyu-masters-program/,"'Teen'y genius
Whiz kid with Einstein-level IQ overcomes cancer to get into grad school at age 13",0.017136,0.000052,0.001102,0.000159,0.004632,0.000255,0.000553,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://pagesix.com/2026/09/18/celebrity-news/cfda-ceo-steven-kolb-resigns-after-tackling-protesters-at-nyfw-show/,"Runway fit
Fashion industry titan resigns after tackling protesters at NYFW show",0.000841,0.000040,0.000313,0.000155,0.000435,0.000048,0.000068,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://pagesix.com/2026/09/18/society/kennedy-scion-demands-hyannis-port-caretakers-be-fired-for-hosting-ex-cons-birthday-blowout/,"'Ken' he do that?
Kennedy scion demands caretakers of family compound be fired for hosting ex-con’s birthday blowout",0.134033,0.000289,0.020763,0.000295,0.013791,0.001701,0.009125,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/19/us-news/kappa-kappa-gamma-sorority-alumnae-taking-transgender-lawsuit-to-federal-court/,"Greek row
Sorority alumnae take legal fight to federal court after being ‘given a brother’ instead of sisterhood",0.000587,0.000033,0.000338,0.000126,0.000457,0.000033,0.000045,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/shopping/could-irestore-laser-face-mask-pro-be-the-best-led-light-therapy-mask/,Did the best red light therapy mask just hit the market?,0.000515,0.000024,0.000153,0.000094,0.000205,0.000043,0.000024,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/shopping/luseta-beauty-review-the-hair-body-mist-set-is-just-29/,This $29 Luseta Beauty Hair & Body Mist Set makes my hair smell amazing,0.001702,0.000041,0.000568,0.000195,0.000336,0.000066,0.000123,100.000000,0.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/08/31/shopping/travelzoo-the-best-affordable-luxury-beach-vacations-to-book-now/,Five-star without the four-figure price tag: Our favorite luxe beach vacation deals from Travelzoo,0.000334,0.000023,0.000137,0.000074,0.000168,0.000030,0.000023,100.000000,0.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/lifestyle/nyc-relics-the-strange-secrets-hiding-in-plain-sight/,"In plain sight
The quirky, hidden oddities once essential to NYC that most New Yorkers walk right past",0.000592,0.000017,0.000100,0.000108,0.000239,0.000025,0.000017,100.000000,0.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/entertainment/resident-evil-review-weapons-director-delivers-the-best-video-game-movie-of-all-time/,"Next level
‘Weapons’ director delivers the best video-game movie of all time",0.000419,0.000031,0.000218,0.000099,0.000223,0.000034,0.000029,100.000000,0.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/2026/09/18/business/wall-street-hangout-san-pietro-that-became-a-post-9-11-destination-is-open-again-after-major-revamp/,"Good eats
Wall Street hangout that became a post-9/11 destination is open again after major revamp",0.000587,0.000023,0.000116,0.000122,0.000208,0.000042,0.000021,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://decider.com/2026/06/17/13-best-stephen-king-shows-and-movies-to-watch-after-widows-bay/,13 Best Stephen King Shows and Movies to Watch After the ‘Widow’s Bay’ Finale,0.000231,0.000057,0.000313,0.000172,0.000387,0.000051,0.000039,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://decider.com/2026/09/09/ted-lasso-season-4-episode-6-recap/,"‘Ted Lasso’ Season 4, Episode 6 Recap: Children by the Millions Scream for Alice Chilton When She Comes Around",0.000546,0.000020,0.000139,0.000098,0.000279,0.000023,0.000022,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://decider.com/2026/09/10/supergirl-ending-explained-is-there-a-post-credits-scene/,‘Supergirl’ Ending Explained: How The DC Movie (Now on HBO Max!) Differs From Book ‘Woman of Tomorrow’,0.000301,0.000530,0.002985,0.000664,0.002956,0.000250,0.000474,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/video/audio-captures-moments-before-f-16-crashes-in-michigan-as-pilot-ejects/,Audio captures moments before F-16 crashes in Michigan as pilot ejects,0.000434,0.000047,0.000267,0.000146,0.000235,0.000079,0.000036,0.000000,100.000000,0.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/video/driver-in-la-bus-crash-before-nbc-chopper-wreck-to-face-murder-charges/,Driver in LA bus crash before NBC chopper wreck to face murder charges,0.014262,0.000040,0.000158,0.000312,0.001014,0.001107,0.000066,0.000000,0.000000,100.000000
New York Post,en,2026-09-19T15:27:10.131296+00:00,https://nypost.com/video/waymo-blocks-on-duty-fire-truck-during-tense-stand-off/,Waymo blocks on-duty fire truck during tense stand-off,0.012403,0.000113,0.000364,0.000438,0.000719,0.005493,0.000110,0.000000,0.000000,100.000000
NBC News,en,2026-09-19T15:27:10.205863+00:00,https://www.nbcnews.com/select/shopping/dyson-v8-deal-of-the-day-2026-rcna598658,Save more than $100 off this popular Dyson vacuum right now,0.000620,0.000020,0.000137,0.000082,0.000285,0.000037,0.000019,0.000000,100.000000,0.000000
NBC News,en,2026-09-19T15:27:10.205863+00:00,https://www.nbcnews.com/select/shopping/power-outage-food-safety-rcna598566,How long does your food last in the fridge during a power outage? Experts explain,0.000608,0.000020,0.000135,0.000097,0.000219,0.000036,0.000021,0.000000,100.000000,0.000000
NBC News,en,2026-09-19T15:27:10.205863+00:00,https://www.nbcnews.com/select/shopping/best-thermal-underwear-rcna180129,The best thermal underwear and base layers for staying warm this winter,0.000410,0.000021,0.000098,0.000118,0.000177,0.000032,0.000024,100.000000,0.000000,0.000000
NBC News,en,2026-09-19T15:27:10.205863+00:00,https://www.nbcnews.com/select/shopping/brooks-hyperion-sneakers-deal-of-the-day-2026-rcna598579,Rare deal: Brooks Hyperion 3 running shoes are 50% off at Dick’s Sporting Goods,0.008490,0.000083,0.002601,0.000279,0.001499,0.000085,0.000663,0.000000,100.000000,0.000000
NBC News,en,2026-09-19T15:27:10.205863+00:00,https://www.nbcnews.com/politics/trump-administration/trump-announces-agreement-denmark-secure-permanent-control-greenlands-rcna598641,Trump announces agreement with Denmark to secure ‘permanent’ control over Greenland’s security,0.000307,0.000031,0.000149,0.000105,0.000162,0.000044,0.000027,100.000000,0.000000,0.000000
NBC News,en,2026-09-19T15:27:10.205863+00:00,https://www.nbcnews.com/news/news-quiz/macklemore-news-quiz-rcna598434,"A rapper gets the boot, and the Fed raises interest rates: The news quiz",0.002747,0.000020,0.000334,0.000080,0.001242,0.000057,0.000071,0.000000,100.000000,0.000000
NBC News,en,2026-09-19T15:27:10.205863+00:00,https://www.nbcnews.com/news/us-news/ponzi-schemer-defrauded-travis-kelce-tried-avoid-deportation-rcna598335,"Ponzi schemer who defrauded Travis Kelce tried to marry U.S. citizen to avoid deportation, prosecutors say",0.029981,0.000029,0.000607,0.000581,0.012022,0.000096,0.000086,0.000000,0.000000,100.000000
NBC News,en,2026-09-19T15:27:10.205863+00:00,https://www.nbcnews.com/tech/tech-news/ai-doomers-human-extinction-rcna597950,What might an AI doomsday look like? Experts have given it some thought,0.000387,0.000039,0.000235,0.000126,0.000206,0.000051,0.000031,0.000000,100.000000,0.000000
One America News Network (OAN),en,2026-09-19T15:27:11.914774+00:00,https://www.oann.com/newsroom/trump-all-50-states-will-enjoy-most-favored-nation-drug-pricing-through-medicaid/,Trump: All 50 states will enjoy Most Favored Nation drug pricing through Medicaid,0.000814,0.000014,0.000094,0.000091,0.000291,0.000028,0.000017,100.000000,0.000000,0.000000
